ds,yhat,yhat_lower,yhat_upper,city
2025-10-01,1981.0963983026327,1876.4435675628986,2069.411444485174,Béni Mellal
2025-11-01,1897.04421731668,1785.3271454424648,1995.582037059115,Béni Mellal
2025-12-01,1957.904183372464,1828.9932106020626,2076.1060245543244,Béni Mellal
2026-01-01,2110.006275396347,1954.806639907401,2252.1676718510525,Béni Mellal
2023-01-01,1729.0000172275077,1729.0000171795955,1729.0000172884359,Kénitra
2023-02-01,1790.0000216427761,1790.0000215908444,1790.0000216944313,Kénitra
2023-03-01,2399.000029072751,2399.000029021938,2399.0000291259153,Kénitra
2023-04-01,1878.0000014421337,1878.0000013878039,1878.000001493539,Kénitra
2023-05-01,1692.000004091799,1692.0000040377784,1692.0000041477608,Kénitra
2023-06-01,2124.0000156182214,2124.0000155649986,2124.0000156753135,Kénitra
2023-07-01,1757.0000143036045,1757.0000142510887,1757.0000143599093,Kénitra
2023-08-01,1741.0000163583068,1741.000016305376,1741.0000164124651,Kénitra
2023-09-01,1959.0000245395952,1959.0000244827447,1959.00002459476,Kénitra
2023-10-01,1836.0000145842757,1836.000014529991,1836.0000146388543,Kénitra
2023-11-01,1686.999994436564,1686.999994383482,1686.9999944911356,Kénitra
2023-12-01,1883.0000130153417,1883.000012959495,1883.000013071611,Kénitra
2024-01-01,1991.000021036538,1991.0000209778082,1991.0000210896453,Kénitra
2024-02-01,1893.0000245307235,1893.0000244736725,1893.0000245832887,Kénitra
2024-03-01,2162.000030172528,2162.0000301187347,2162.0000302258723,Kénitra
2024-04-01,1756.0000028935885,1756.0000028404957,1756.0000029472208,Kénitra
2024-05-01,1914.000008811975,1914.000008758354,1914.0000088653378,Kénitra
2024-06-01,2084.000017042421,2084.000016985866,2084.000017094441,Kénitra
2024-07-01,1840.0000172982022,1840.0000172476848,1840.0000173535686,Kénitra
2024-08-01,1870.0000207828932,1870.0000207272567,1870.0000208323256,Kénitra
2024-09-01,1717.0000246504767,1717.000024596754,1717.0000246976003,Kénitra
2024-10-01,1795.0000155400885,1795.0000154865668,1795.000015595527,Kénitra
2024-11-01,1507.9999929541946,1507.9999928995016,1507.9999930111635,Kénitra
2024-12-01,1708.0000128997167,1708.000012846209,1708.0000129524972,Kénitra
2025-01-01,2309.3574484775836,2304.500944441346,2314.261877670284,Kénitra
2025-02-01,2492.8346453387003,2476.867112394978,2509.499105737885,Kénitra
2025-03-01,2445.8536880229503,2416.200346901217,2477.1186416602905,Kénitra
2025-04-01,1966.0961054488141,1928.4580421208739,2005.885844934825,Kénitra
2025-05-01,2015.4048453880064,1961.3721420668842,2073.6746633514017,Kénitra
2025-06-01,2284.440406255128,2203.9288460115667,2373.0262685731914,Kénitra
2025-07-01,1964.6991493108749,1878.7749767004848,2060.785596265838,Kénitra
2025-08-01,1969.4934143542416,1861.6490635038338,2090.020417095262,Kénitra
2025-09-01,1925.9142552463422,1799.3403669437407,2065.703479056329,Kénitra
2025-10-01,1948.4110343028856,1795.6374864947923,2110.7327660475867,Kénitra
2025-11-01,1695.5468071784985,1539.5231708618671,1858.3106818573794,Kénitra
2025-12-01,1922.1244148418803,1724.7999049872815,2127.5250007694967,Kénitra
2026-01-01,2407.9429355425377,2128.523494383879,2692.060847168634,Kénitra
2023-01-01,1580.000016126006,1580.0000160806019,1580.0000161686532,Tétouan
2023-02-01,1499.9999794821713,1499.9999794401776,1499.9999795246606,Tétouan
2023-03-01,2250.0000183120933,2250.0000182705976,2250.0000183551697,Tétouan
2023-04-01,1486.0000079191932,1486.0000078755063,1486.0000079597266,Tétouan
2023-05-01,1564.999998604612,1564.9999985623083,1564.9999986462456,Tétouan
2023-06-01,1933.0000173466324,1933.0000173073768,1933.0000173884748,Tétouan
2023-07-01,1714.9999887355027,1714.9999886955136,1714.9999887819804,Tétouan
2023-08-01,1485.0000101179228,1485.0000100737095,1485.0000101577975,Tétouan
2023-09-01,1693.0000001795536,1693.0000001363437,1693.000000218948,Tétouan
2023-10-01,1600.9999936119295,1600.9999935673866,1600.9999936543738,Tétouan
2023-11-01,1521.0000086405757,1521.0000085978686,1521.0000086836324,Tétouan
2023-12-01,1637.000013130946,1637.0000130906712,1637.0000131722622,Tétouan
2024-01-01,1616.0000148014826,1616.0000147609649,1616.0000148437744,Tétouan
2024-02-01,1551.9999769888589,1551.9999769483875,1551.9999770304587,Tétouan
2024-03-01,2087.000015689016,2087.0000156483393,2087.0000157300165,Tétouan
2024-04-01,1569.000008581334,1569.00000853873,1569.0000086227687,Tétouan
2024-05-01,1608.9999990466426,1608.9999990070714,1608.9999990886056,Tétouan
2024-06-01,1984.0000188433783,1984.000018800133,1984.0000188840334,Tétouan
2024-07-01,1726.9999915268854,1726.9999914854577,1726.9999915688936,Tétouan
2024-08-01,1501.0000127168182,1501.000012675188,1501.0000127562375,Tétouan
2024-09-01,1771.000003258329,1771.0000032158316,1771.0000033036933,Tétouan
2024-10-01,1443.999995049797,1443.9999950076856,1443.999995091503,Tétouan
2024-11-01,1588.000011589872,1588.0000115475539,1588.0000116329766,Tétouan
2024-12-01,1647.0000166251125,1647.000016583981,1647.0000166714833,Tétouan
2025-01-01,1958.1123367824357,1956.298211858998,1960.0273375062006,Tétouan
2025-02-01,1787.5588607534098,1782.447721902663,1793.0515706916656,Tétouan
2025-03-01,2376.7957468046075,2363.3024504330715,2391.035252883542,Tétouan
2025-04-01,1726.8778741266751,1711.3702440857535,1743.6876239153441,Tétouan
2025-05-01,1802.6392738434104,1780.7317761573515,1826.792291356425,Tétouan
2025-06-01,2245.4449936426345,2209.4615189434717,2285.14491321786,Tétouan
2025-07-01,1984.5073756361155,1945.263293116488,2028.58228454464,Tétouan
2025-08-01,1722.254314649742,1680.7266953237884,1769.36993462377,Tétouan
2025-09-01,2008.3810851834085,1950.7638878767027,2072.954570477314,Tétouan
2025-10-01,1728.8805053092153,1671.6023108632198,1793.7323000664128,Tétouan
2025-11-01,1814.6659690300748,1746.3823055016367,1892.06994711093,Tétouan
2025-12-01,1912.507660536886,1831.5282785786571,2003.7428421258567,Tétouan
2026-01-01,2146.726212914589,2044.1037275871909,2261.8408598767073,Tétouan
2023-01-01,1419.9999820888056,1419.9999820549838,1419.999982126196,Safi
2023-02-01,1355.9999884597237,1355.9999884229555,1355.9999884948472,Safi
2023-03-01,1800.9999983342516,1800.9999982982883,1800.9999983679213,Safi
2023-04-01,1364.999990549659,1364.9999905169861,1364.9999905858035,Safi
2023-05-01,1358.9999891576322,1358.9999891208636,1358.999989194223,Safi
2023-06-01,1750.9999860973533,1750.9999860611767,1750.9999861310102,Safi
2023-07-01,1425.000001801022,1425.0000017668137,1425.0000018358494,Safi
2023-08-01,1350.9999875859266,1350.9999875502376,1350.9999876224113,Safi
2023-09-01,1462.9999805574378,1462.9999805230711,1462.9999805941047,Safi
2023-10-01,1421.9999917961172,1421.99999176244,1421.9999918317367,Safi
2023-11-01,1457.000001163011,1457.000001129318,1457.000001198148,Safi
2023-12-01,1443.9999946707258,1443.9999946327387,1443.9999947053566,Safi
2024-01-01,1341.9999814907396,1341.999981453198,1341.9999815277529,Safi
2024-02-01,1360.9999873535835,1360.999987317054,1360.9999873888285,Safi
2024-03-01,1887.9999962889553,1887.9999962540605,1887.9999963235055,Safi
2024-04-01,1442.999990439881,1442.9999904021686,1442.9999904786764,Safi
2024-05-01,1398.9999875530511,1398.9999875167287,1398.9999875904462,Safi
2024-06-01,1689.9999880447044,1689.9999880090904,1689.9999880785767,Safi
2024-07-01,1489.0000018073592,1489.0000017710358,1489.0000018430385,Safi
2024-08-01,1358.9999878068784,1358.9999877722619,1358.999987843073,Safi
2024-09-01,1437.999981081148,1437.9999810447357,1437.9999811165717,Safi
2024-10-01,1385.9999919066217,1385.9999918718543,1385.9999919453608,Safi
2024-11-01,1385.0000004265567,1385.0000003900757,1385.0000004611343,Safi
2024-12-01,1476.9999954385084,1476.9999953997954,1476.9999954753232,Safi
2025-01-01,1251.5980391513342,1249.8028670595806,1253.777427899781,Safi
2025-02-01,1116.2214022121777,1110.809048521411,1122.2255818669034,Safi
2025-03-01,1708.1816614614681,1691.6807788657052,1724.996501286491,Safi
2025-04-01,1295.565010193025,1275.338762064739,1314.819187966979,Safi
2025-05-01,1262.509472814716,1234.8405386911427,1288.0160896334773,Safi
2025-06-01,1552.719911335425,1504.621479868639,1595.7782306049755,Safi
2025-07-01,1326.0776135601116,1275.3554280974222,1374.277606879647,Safi
2025-08-01,1219.2482170974656,1159.7407916996365,1273.9115872110951,Safi
2025-09-01,1293.9494237819397,1219.4161487734475,1363.495357870098,Safi
2025-10-01,1244.8259564738867,1160.4699847031902,1322.812909656103,Safi
2025-11-01,1248.5455055186717,1149.7275217088506,1340.4996377135365,Safi
2025-12-01,1293.2406290711078,1177.3483740780262,1401.5261005374698,Safi
2026-01-01,1123.103057569199,1006.5604765024731,1230.563934625507,Safi
2023-01-01,1562.0000030711687,1562.000003008277,1562.0000031342474,El Jadida
2023-02-01,1560.9999898937747,1560.9999898316119,1560.9999899541474,El Jadida
2023-03-01,2077.0000103087837,2077.000010247158,2077.000010371535,El Jadida
2023-04-01,1502.000009427861,1502.0000093644837,1502.0000094923944,El Jadida
2023-05-01,1551.0000020368946,1551.0000019751296,1551.0000020968268,El Jadida
2023-06-01,1772.0000032951814,1772.0000032302146,1772.000003360667,El Jadida
2023-07-01,1523.9999982366294,1523.9999981752048,1523.999998295881,El Jadida
2023-08-01,1490.000003659968,1490.000003600813,1490.0000037228995,El Jadida
2023-09-01,1507.0000001346107,1507.0000000776176,1507.0000001998956,El Jadida
2023-10-01,1544.9999941305612,1544.9999940686703,1544.9999941888555,El Jadida
2023-11-01,1439.000001574521,1439.000001507706,1439.0000016366464,El Jadida
2023-12-01,1657.0000064557237,1657.0000063919392,1657.0000065182517,El Jadida
2024-01-01,1424.9999962674306,1424.999996201451,1424.9999963306807,El Jadida
2024-02-01,1408.9999837284347,1408.9999836656673,1408.9999837906748,El Jadida
2024-03-01,2062.999998605408,2062.9999985467784,2062.9999986693165,El Jadida
2024-04-01,1559.0000008281513,1559.0000007675844,1559.0000008910267,El Jadida
2024-05-01,1546.9999920418852,1546.999991983011,1546.9999921061083,El Jadida
2024-06-01,1856.9999931066518,1856.9999930459655,1856.9999931677946,El Jadida
2024-07-01,1498.9999898489352,1498.999989785827,1498.9999899106845,El Jadida
2024-08-01,1432.9999956277998,1432.9999955692488,1432.9999956895647,El Jadida
2024-09-01,1505.9999921081649,1505.9999920500459,1505.9999921694794,El Jadida
2024-10-01,1448.9999855869737,1448.9999855250167,1448.9999856505367,El Jadida
2024-11-01,1572.9999933336655,1572.9999932705527,1572.9999933988147,El Jadida
2024-12-01,1488.9999982778222,1488.999998217291,1488.9999983389223,El Jadida
2025-01-01,1047.6252782497354,1044.521897506441,1051.6451992312086,El Jadida
2025-02-01,1213.8104185943641,1201.6338458607213,1229.4027539732845,El Jadida
2025-03-01,1699.0722980015842,1663.5572212447228,1740.8745663345142,El Jadida
2025-04-01,1254.448379258067,1210.9811949187415,1304.066610432743,El Jadida
2025-05-01,1253.0583990976706,1187.4318364611497,1326.518202825391,El Jadida
2025-06-01,1468.4350719442627,1362.406652481267,1587.0707929297216,El Jadida
2025-07-01,1201.069805201617,1091.3082042846804,1324.3051132801968,El Jadida
2025-08-01,1147.7195419343848,1016.4423850659665,1293.8515394681406,El Jadida
2025-09-01,1180.291322381781,1014.9097606105843,1362.8539555084678,El Jadida
2025-10-01,1144.1305851287639,952.6297538775841,1355.466933912751,El Jadida
2025-11-01,1164.7302212683305,936.7159332820047,1416.1549924088413,El Jadida
2025-12-01,1155.4154554523507,889.9890742957836,1450.0350518389728,El Jadida
2026-01-01,860.046194149868,631.3085660174103,1116.3826881125544,El Jadida
2023-01-01,1150.0000193415062,1150.000019315247,1150.0000193696449,Nador
2023-02-01,1180.9999969071823,1180.99999688149,1180.9999969343016,Nador
2023-03-01,1591.9999962381912,1591.9999962124612,1591.999996266862,Nador
2023-04-01,1166.0000041551848,1166.0000041274532,1166.0000041813262,Nador
2023-05-01,1150.9999893194836,1150.9999892934559,1150.9999893465317,Nador
2023-06-01,1458.000007241777,1458.00000721475,1458.000007268977,Nador
2023-07-01,1215.000001101833,1215.0000010738213,1215.0000011286486,Nador
2023-08-01,1170.000003984066,1170.0000039574402,1170.000004010274,Nador
2023-09-01,1171.999988658825,1171.999988632999,1171.9999886856626,Nador
2023-10-01,1213.9999929964638,1213.9999929702176,1213.9999930226818,Nador
2023-11-01,1113.0000011738189,1113.0000011452455,1113.0000011997608,Nador
2023-12-01,1115.999985833409,1115.99998580603,1115.9999858614879,Nador
2024-01-01,1157.0000158565358,1157.0000158282228,1157.0000158837431,Nador
2024-02-01,1186.9999941848175,1186.9999941602734,1186.9999942123773,Nador
2024-03-01,1583.9999928297782,1583.9999928017571,1583.9999928568573,Nador
2024-04-01,1289.0000016005517,1289.0000015738628,1289.0000016275394,Nador
2024-05-01,1250.999984630433,1250.9999846022424,1250.9999846579663,Nador
2024-06-01,1428.0000043318828,1428.0000043063226,1428.000004358853,Nador
2024-07-01,1198.9999991901216,1198.9999991658344,1198.9999992155185,Nador
2024-08-01,1140.0000028120476,1140.00000278624,1140.0000028395716,Nador
2024-09-01,1198.9999865241082,1198.9999864970896,1198.9999865485013,Nador
2024-10-01,1182.9999889672094,1182.9999889414423,1182.99998899389,Nador
2024-11-01,1218.9999977224445,1218.9999976951437,1218.9999977495952,Nador
2024-12-01,1149.9999833380732,1149.9999833118513,1149.9999833668721,Nador
2025-01-01,1037.8283810325838,1037.117502934303,1038.6521351193608,Nador
2025-02-01,1108.9985983886606,1106.5099371139452,1111.7703487458184,Nador
2025-03-01,1547.9268610793038,1541.524861043704,1556.0171218678572,Nador
2025-04-01,1215.918649686204,1207.7033573394444,1225.8641722425127,Nador
2025-05-01,1188.3885709232532,1176.1409382745994,1202.0204609452983,Nador
2025-06-01,1401.9072750314494,1382.8171801056947,1423.4293455816398,Nador
2025-07-01,1172.3122237456803,1151.8462674003301,1195.0491590040067,Nador
2025-08-01,1117.6418754378424,1093.3157077437684,1144.4313951000752,Nador
2025-09-01,1154.1782002416403,1124.3410418759013,1187.347440055512,Nador
2025-10-01,1155.4888386632656,1121.2059905113615,1194.8459735708523,Nador
2025-11-01,1143.6692261305718,1104.3177520037093,1188.3359325011497,Nador
2025-12-01,1096.807229153884,1052.4452984139411,1144.9664089580629,Nador
2026-01-01,1035.7888597999759,988.3664459906074,1086.6941685860907,Nador
2023-01-01,1334.0000034797108,1334.0000034414754,1334.0000035147398,Settat
2023-02-01,1400.0000080786315,1400.0000080450375,1400.000008114968,Settat
2023-03-01,1680.9999895835226,1680.9999895464825,1680.9999896164684,Settat
2023-04-01,1326.0000135181347,1326.0000134818072,1326.000013555603,Settat
2023-05-01,1345.0000143914062,1345.000014356573,1345.000014429356,Settat
2023-06-01,1529.0000018385836,1529.0000018033772,1529.0000018737699,Settat
2023-07-01,1314.999994113502,1314.9999940783478,1314.9999941542312,Settat
2023-08-01,1300.9999980742684,1300.9999980372393,1300.9999981097933,Settat
2023-09-01,1306.0000255140728,1306.000025475322,1306.0000255508917,Settat
2023-10-01,1249.9999984397477,1249.9999984018173,1249.9999984755411,Settat
2023-11-01,1302.0000018947642,1302.0000018570342,1302.0000019295444,Settat
2023-12-01,1332.0000052362457,1332.000005199366,1332.0000052716475,Settat
2024-01-01,1394.0000054508182,1394.000005413658,1394.0000054857298,Settat
2024-02-01,1362.0000100701848,1362.000010031848,1362.0000101071569,Settat
2024-03-01,1871.999992252357,1871.9999922168638,1871.9999922877125,Settat
2024-04-01,1250.0000149987636,1250.0000149610996,1250.0000150330422,Settat
2024-05-01,1357.0000148668978,1357.0000148316014,1357.0000149044783,Settat
2024-06-01,1574.0000035235173,1574.0000034873517,1574.0000035614005,Settat
2024-07-01,1441.9999977953087,1441.9999977602272,1441.9999978326382,Settat
2024-08-01,1246.9999978383846,1246.9999978011538,1246.9999978738567,Settat
2024-09-01,1245.0000265567337,1245.0000265230356,1245.0000265904516,Settat
2024-10-01,1261.000003027324,1261.0000029935295,1261.0000030630226,Settat
2024-11-01,1162.000005748415,1162.0000057128163,1162.0000057853326,Settat
2024-12-01,1266.0000102550928,1266.0000102181718,1266.0000102901827,Settat
2025-01-01,1026.1386641427678,1023.9070545051474,1028.2941387544702,Settat
2025-02-01,1290.1056865501334,1280.8398824405217,1298.9401050432145,Settat
2025-03-01,1543.9661824964842,1523.4650357974176,1564.4518144557485,Settat
2025-04-01,1070.5029692323867,1046.1276940069652,1094.0663993956507,Settat
2025-05-01,1117.1239957577432,1081.5419523338385,1152.33015729315,Settat
2025-06-01,1261.7944872827995,1208.6492954139871,1316.4803225355704,Settat
2025-07-01,1110.3842661079616,1049.0638362172092,1170.6661837763106,Settat
2025-08-01,989.4415017777673,920.362902929179,1057.1801099936624,Settat
2025-09-01,976.8252168971258,894.345094707258,1060.4083042869827,Settat
2025-10-01,958.9229606450527,861.6188430967993,1058.593333087108,Settat
2025-11-01,908.2398134156014,800.1967649815052,1020.0755380175373,Settat
2025-12-01,956.4984356326216,821.8896156683116,1093.177901665202,Settat
2026-01-01,836.6252822220151,701.2590050874475,978.4189781241831,Settat
2023-01-01,1057.999998819503,1057.999998796509,1057.9999988443606,Khouribga
2023-02-01,1108.0000076826,1108.0000076569625,1108.0000077079546,Khouribga
2023-03-01,1454.0000112144073,1454.0000111890943,1454.0000112401449,Khouribga
2023-04-01,1202.9999832484395,1202.999983222404,1202.999983272398,Khouribga
2023-05-01,1152.0000160815982,1152.000016056467,1152.0000161057503,Khouribga
2023-06-01,1282.0000114338127,1282.0000114096715,1282.0000114580887,Khouribga
2023-07-01,1051.000008349364,1051.0000083256273,1051.0000083742982,Khouribga
2023-08-01,1126.9999970328395,1126.9999970076774,1126.9999970573886,Khouribga
2023-09-01,1026.9999949645644,1026.9999949406401,1026.9999949886492,Khouribga
2023-10-01,1201.0000163818154,1201.0000163566945,1201.0000164065727,Khouribga
2023-11-01,1164.9999991454802,1164.999999119717,1164.9999991703783,Khouribga
2023-12-01,1074.0000095816636,1074.0000095562718,1074.0000096052083,Khouribga
2024-01-01,1005.9999993965274,1005.9999993714572,1005.9999994235764,Khouribga
2024-02-01,1174.0000095888347,1174.0000095634202,1174.0000096141134,Khouribga
2024-03-01,1422.0000135571076,1422.000013532924,1422.0000135819769,Khouribga
2024-04-01,1167.9999858865287,1167.999985863508,1167.9999859121206,Khouribga
2024-05-01,1012.0000154776565,1012.000015451864,1012.0000155038188,Khouribga
2024-06-01,1280.0000115527062,1280.0000115267753,1280.0000115773496,Khouribga
2024-07-01,1100.0000097391637,1100.000009713732,1100.0000097630386,Khouribga
2024-08-01,1102.9999978163744,1102.999997791812,1102.9999978423111,Khouribga
2024-09-01,1074.9999944400656,1074.9999944158237,1074.9999944641029,Khouribga
2024-10-01,1134.0000176223916,1134.000017597712,1134.0000176464316,Khouribga
2024-11-01,1040.9999978407016,1040.9999978150374,1040.9999978657718,Khouribga
2024-12-01,1092.00000921147,1092.0000091844859,1092.00000923899,Khouribga
2025-01-01,1400.5601879750134,1398.82198291782,1402.7433659996816,Khouribga
2025-02-01,1139.2785105213093,1134.7227607947607,1144.893940725862,Khouribga
2025-03-01,1546.2318919097238,1533.7330785174154,1561.4387273519585,Khouribga
2025-04-01,1279.3471216449652,1262.9754699781001,1298.5321196333891,Khouribga
2025-05-01,1155.4690725692524,1134.2843953920992,1178.9343210932614,Khouribga
2025-06-01,1396.705304212318,1362.291678737595,1433.9627555469838,Khouribga
2025-07-01,1185.2583576205766,1148.725666724297,1224.2273411369908,Khouribga
2025-08-01,1218.8766878470642,1172.4603836981535,1267.334744914323,Khouribga
2025-09-01,1165.9681321138332,1112.8372391194025,1219.092744931909,Khouribga
2025-10-01,1277.9247131567586,1210.7890027230417,1349.7547467880156,Khouribga
2025-11-01,1202.812778744096,1130.403617138706,1278.9702338481648,Khouribga
2025-12-01,1212.386149461906,1128.3907387273694,1298.2863961023652,Khouribga
2026-01-01,1414.5336418299962,1300.8882855087902,1528.6054921085517,Khouribga
2023-01-01,905.0000116453809,905.00001162317,905.0000116695118,Essaouira
2023-02-01,923.0000031354836,923.0000031132037,923.0000031578564,Essaouira
2023-03-01,1212.0000108971242,1212.0000108735564,1212.0000109197458,Essaouira
2023-04-01,849.0000030387599,849.0000030132666,849.0000030629684,Essaouira
2023-05-01,831.0000021222128,831.0000020989636,831.0000021447195,Essaouira
2023-06-01,1149.0000141121825,1149.0000140906818,1149.0000141342905,Essaouira
2023-07-01,1144.0000105074223,1144.0000104842632,1144.000010531131,Essaouira
2023-08-01,1083.0000073986898,1083.0000073765957,1083.000007421382,Essaouira
2023-09-01,970.0000059636426,970.0000059407132,970.0000059859015,Essaouira
2023-10-01,905.0000135789692,905.0000135567865,905.0000136006707,Essaouira
2023-11-01,953.0000047778336,953.0000047548014,953.0000048014759,Essaouira
2023-12-01,902.9999939757485,902.9999939533326,902.9999939985605,Essaouira
2024-01-01,993.0000152941262,993.0000152710126,993.0000153162856,Essaouira
2024-02-01,979.0000052910985,979.0000052681509,979.0000053137098,Essaouira
2024-03-01,1155.000012849132,1155.0000128247032,1155.000012871688,Essaouira
2024-04-01,944.0000067161171,944.0000066928249,944.0000067400046,Essaouira
2024-05-01,929.0000050781832,929.0000050558732,929.0000051010109,Essaouira
2024-06-01,1154.0000172890639,1154.000017265966,1154.0000173126227,Essaouira
2024-07-01,1071.0000119670312,1071.0000119427177,1071.0000119906213,Essaouira
2024-08-01,1164.0000116588817,1164.000011635121,1164.0000116807253,Essaouira
2024-09-01,948.0000087423837,948.0000087187278,948.0000087645851,Essaouira
2024-10-01,821.0000158057422,821.0000157824827,821.0000158288935,Essaouira
2024-11-01,847.0000071847737,847.0000071612093,847.0000072080803,Essaouira
2024-12-01,807.999996882412,807.9999968594565,807.9999969055732,Essaouira
2025-01-01,946.109878494943,945.4359417101376,946.8643690910603,Essaouira
2025-02-01,986.1389523093385,983.7232509455563,988.7775695623087,Essaouira
2025-03-01,1077.5545342626554,1072.4002561846537,1083.268746705142,Essaouira
2025-04-01,828.9143851858305,822.7320007860803,836.0683066841759,Essaouira
2025-05-01,807.1435588124314,798.1983889021943,816.9721358977814,Essaouira
2025-06-01,1029.9713336696498,1014.7415458405931,1046.2833983436924,Essaouira
2025-07-01,972.0442833772448,952.7953988621407,991.652932665839,Essaouira
2025-08-01,1001.1163525841837,976.6096800910672,1026.3735998859845,Essaouira
2025-09-01,833.4027807531147,808.5431526018252,858.1802453312467,Essaouira
2025-10-01,734.4551463591059,708.9247877583006,760.9149499278562,Essaouira
2025-11-01,757.359669000845,726.1291091708252,788.9317903210012,Essaouira
2025-12-01,717.7455510246315,683.7374729968437,752.5787650484277,Essaouira
2026-01-01,819.0751011574184,774.7756437117881,865.2915332297671,Essaouira
2023-01-01,839.0000066002532,839.0000065782028,839.0000066217124,Ouarzazate
2023-02-01,880.0000008416745,880.0000008204124,880.0000008609388,Ouarzazate
2023-03-01,1187.9999981356057,1187.9999981141282,1187.9999981576168,Ouarzazate
2023-04-01,853.0000082455334,853.0000082256,853.0000082676,Ouarzazate
2023-05-01,919.0000003097446,919.0000002891688,919.0000003301371,Ouarzazate
2023-06-01,950.0000108284934,950.0000108069642,950.0000108489336,Ouarzazate
2023-07-01,777.9999987749909,777.9999987533313,777.9999987981707,Ouarzazate
2023-08-01,847.9999981026423,847.9999980796974,847.9999981239907,Ouarzazate
2023-09-01,866.0000073167973,866.0000072945112,866.0000073379656,Ouarzazate
2023-10-01,848.9999970536159,848.9999970302315,848.9999970754062,Ouarzazate
2023-11-01,762.0000056761809,762.0000056553479,762.0000056964287,Ouarzazate
2023-12-01,846.0000019002825,846.0000018783081,846.000001921698,Ouarzazate
2024-01-01,795.0000034705016,795.0000034491752,795.0000034916882,Ouarzazate
2024-02-01,877.9999979251907,877.9999979041679,877.9999979465144,Ouarzazate
2024-03-01,1124.9999942094178,1124.9999941892975,1124.9999942312281,Ouarzazate
2024-04-01,810.0000054116537,810.0000053904455,810.0000054330751,Ouarzazate
2024-05-01,827.9999965928254,827.9999965728258,827.9999966127465,Ouarzazate
2024-06-01,966.000007052814,966.0000070325431,966.0000070733292,Ouarzazate
2024-07-01,846.9999964563088,846.9999964359397,846.9999964774412,Ouarzazate
2024-08-01,890.9999936436969,890.9999936229277,890.999993664448,Ouarzazate
2024-09-01,808.0000047515983,808.0000047297298,808.0000047756387,Ouarzazate
2024-10-01,870.999993240211,870.9999932192425,870.9999932608782,Ouarzazate
2024-11-01,827.0000019550936,827.00000193295,827.0000019761973,Ouarzazate
2024-12-01,815.9999988205292,815.9999987990544,815.9999988424612,Ouarzazate
2025-01-01,1052.8553129183247,1051.541992484744,1054.302213419629,Ouarzazate
2025-02-01,983.293674573392,979.397352721806,987.7327314447011,Ouarzazate
2025-03-01,1280.0389337999875,1270.4242944922978,1290.598471684039,Ouarzazate
2025-04-01,927.3991218727407,916.0141973726317,939.5173772819533,Ouarzazate
2025-05-01,974.5729958175384,957.6889823134808,992.2044425923444,Ouarzazate
2025-06-01,1105.5727762103807,1080.0334613179168,1131.4215287725278,Ouarzazate
2025-07-01,951.240125038327,923.9054577222103,978.4560010207261,Ouarzazate
2025-08-01,1015.2803054038063,980.1071118501488,1051.379931831019,Ouarzazate
2025-09-01,963.2409364893292,924.1253531015662,1004.2363444559818,Ouarzazate
2025-10-01,1010.0829005791692,963.0338147438626,1059.595572144889,Ouarzazate
2025-11-01,944.8759967483415,893.6982119916863,998.9138019137089,Ouarzazate
2025-12-01,976.1424855305825,916.1293066977219,1039.4613174379526,Ouarzazate
2026-01-01,1137.987766390194,1055.7386312424876,1221.409766083854,Ouarzazate
2023-01-01,596.9999978705689,596.9999978562162,596.999997885212,Dakhla
2023-02-01,568.9999928963833,568.9999928823388,568.9999929117844,Dakhla
2023-03-01,758.0000037666965,758.0000037516372,758.0000037809151,Dakhla
2023-04-01,564.0000026204409,564.0000026054487,564.0000026353954,Dakhla
2023-05-01,658.9999975270473,658.9999975127769,658.9999975423428,Dakhla
2023-06-01,720.9999886170733,720.9999886024875,720.9999886319005,Dakhla
2023-07-01,578.9999936800555,578.9999936658973,578.999993695082,Dakhla
2023-08-01,606.0000032853311,606.0000032709816,606.0000033000571,Dakhla
2023-09-01,596.9999993599937,596.9999993443625,596.9999993746004,Dakhla
2023-10-01,593.0000005646891,593.0000005505817,593.0000005787023,Dakhla
2023-11-01,617.9999954933741,617.9999954787181,617.9999955068731,Dakhla
2023-12-01,622.9999961460782,622.9999961315524,622.9999961607239,Dakhla
2024-01-01,583.9999977117002,583.9999976977813,583.9999977265242,Dakhla
2024-02-01,582.9999927714098,582.9999927566405,582.9999927860426,Dakhla
2024-03-01,769.0000032347009,769.0000032204362,769.0000032500222,Dakhla
2024-04-01,531.000002771937,531.0000027571554,531.000002786851,Dakhla
2024-05-01,554.9999981177232,554.9999981026896,554.9999981317637,Dakhla
2024-06-01,768.9999893006149,768.9999892856312,768.999989315249,Dakhla
2024-07-01,648.9999933110826,648.999993297505,648.9999933259685,Dakhla
2024-08-01,593.0000041748589,593.0000041597153,593.0000041891192,Dakhla
2024-09-01,616.9999989883523,616.9999989743249,616.9999990034337,Dakhla
2024-10-01,609.0000009080404,609.0000008940145,609.0000009228547,Dakhla
2024-11-01,691.9999964770253,691.9999964625337,691.9999964912822,Dakhla
2024-12-01,633.9999966305611,633.9999966155643,633.9999966449262,Dakhla
2025-01-01,782.0126800568945,780.9450931999356,783.1645619510456,Dakhla
2025-02-01,665.0505346545266,662.1029512250379,668.2418179558441,Dakhla
2025-03-01,909.2708282137957,901.3545093308711,917.600984760816,Dakhla
2025-04-01,652.3557308359948,643.5596704955308,661.9996065649027,Dakhla
